Lat,Long,Elevation,Prom,Name,Lat_dec,Long_dec,Icon
51°23'03",-123°51'51",3063,1613,Mt. Tatlow,51.38416,-123.86416,
51°01'02",-126°24'22",1934,1609,Corsan Peak,51.01722,-126.40611,
54°48'42",-127°20'23",2589,1609,Hudson Bay Mtn.,54.81166,-127.33972,
52°33'00",-117°54'52",3361,1608,Mt. Fryatt,52.55000,-117.91444,
50°59'32",-123°47'25",3182,1602,Monmouth Mtn.,50.99222,-123.79027,
50°13'54",-124°41'10",1591,1591,Mt. Addenbroke,50.23166,-124.68611,
50°27'43",-125°11'09",1664,1589,Estero Peak,50.46194,-125.18583,
50°01'30",-126°40'39",1875,1585,Rugged Mtn.,50.02500,-126.67750,
50°37'25",-122°15'37",2855,1580,Mt. Seton - Cy5,50.62361,-122.26027,
53°04'16",-121°00'32",2543,1573,Kaza Mtn.,53.07111,-121.00888,
54°55'48",-126°51'50",2396,1571,Mt. Cronin,54.93000,-126.86388,
59°21'18",-137°09'42",2706,1566,Basement Peak,59.35500,-137.16166,
55°23'55",-127°56'37",2096,1561,Kispiox Mtn.,55.39861,-127.94361,
58°04'55",-124°28'08",2940,1559,Mt. Sylvia,58.08194,-124.46888,
52°42'47",-120°39'03",2597,1556,Mt. Wotzke,52.71305,-120.65083,
55°56'18",-123°25'16",2429,1554,Mt. Crysdale,55.93833,-123.42111,
56°16'16",-128°20'24",2189,1551,Vile Peak,56.27111,-128.34000,
56°22'34",-130°11'36",2595,1725,Unuk Peak,56.37611,-130.19333,
51°21'03",-116°12'21",3540,1540,Mt. Temple,51.35083,-116.20583,
50°43'00",-122°30'34",2918,1533,Whitecap Mtn.,50.71666,-122.50944,
51°26'15",-119°57'17",2636,1531,Dunn Pk.,51.43750,-119.95472,
54°03'30",-120°19'35",3200,1530,Mt. Ida,54.05833,-120.32638,
54°53'30",-129°38'50",1967,1529,Mt.  Monkley,54.89166,-129.64722,
50°55'01",-119°56'27",2155,1523,Mt. Tod,50.91694,-119.94083,
52°19'12",-126°14'12",2907,1527,The Horn,52.32000,-126.23666,
56°33'06",-130°58'24",2445,1640,Hubris Peak,56.55166,-130.97333,
50°20'06",-125°50'27",1645,1508,Hkusam Mtn.,50.33500,-125.84083,
50°31'42",-115°12'24",3433,1505,Mt. Joffre,50.52833,-115.20666,
49°38'45",-122°15'01",2252,1502,Robertson Peak,49.64583,-122.25027,
53°02'16",-127°38'29",1945,1500,Kitlope Range HP,53.03777,-127.64138,
52°14'50",-117°57'29",3664,1499,Mt. Clemenceau,52.24722,-117.95805,
51°08'30",-124°10'18",3242,1497,Good Hope Mtn.,51.14166,-124.17166,
50°33'24",-125°16'59",1801,1502,Mt. Van der Est,50.55666,-125.28305,
60°34'00",-140°24'14",5959,5250,Mt. Logan,60.56666,-140.40388,
60°17'37",-140°55'44",5489,3429,Mt. Saint Elias,60.29361,-140.92888,
61°01'18",-140°27'55",5226,3046,Mt. Lucania,61.02166,-140.46527,
60°21'31",-139°41'52",4812,2712,Mt. Vancouver,60.35861,-139.69777,
63°25'53",-130°19'26",2972,2177,Keele Peak,63.43138,-130.32388,
60°01'56",-137°35'26",2716,2001,Alsek Peak,60.03222,-137.59055,
60°52'05",-138°16'35",2810,1990,Mt. Cairnes,60.86805,-138.27638,
60°40'15",-137°37'09",2512,1797,Mt. Martha Black,60.67083,-137.61916,
60°04'11",-139°11'16",3155,1695,Mt. Seattle,60.06972,-139.18777,
60°47'02",-137°52'26",2588,1678,Mt. Archibald,60.78388,-137.87388,
64°43'38",-132°46'49",2760,1555,Mt. Macdonald,64.72722,-132.78027,
60°28'35",-137°10'22",2329,1555,Dalton Range HP,60.47638,-137.17277,
63°08'09",-135°38'00",2214,1519,Grey Hunter Peak,63.13583,-135.63333,
61°52'29",-127°40'49",2773,1663,Mt. Nirvana,61.87472,-127.68027,
81°55'36",-74°59'12",2616,2616,Barbeau Peak,81.92666,-74.98666,
79°44'24",-91°24'00",2210,2210,Outlook Peak,79.74000,-91.40000,
66°32'50",-65°25'40",2147,2147,Mt. Odin,66.54722,-65.42777,
75°20'52",-82°10'26",1920,1920,Devon Icecap HP,75.34777,-82.17388,
78°48'00",-79°31'57",2347,2044,Ellesmere Peak,78.80000,-79.53250,
73°13'42",-78°37'15",1951,1951,Angilaaq Mtn.,73.22833,-78.62083,
72°10'57",-75°54'24",1963,1787,Qiajivik Mtn.,72.18250,-75.90666,
80°08'12",-76°46'12",2181,1745,Pk. 08-46,80.13666,-76.77000,
70°41'39",-71°20'30",1809,1650,Ukpik Peak,70.69416,-71.34166,
66°34'21",-65°04'30",2000,1618,Tupeq Mtn.,66.57250,-65.07500,
66°09'06",-63°29'33",1840,1617,Pt. 1840,66.15166,-63.49250,
70°47'57",-71°39'06",1905,1605,Kisimngiuqtuq Peak,70.79916,-71.65166,
71°00'06",-71°51'18",1590,1590,Sillem Island HP,71.00166,-71.85500,
69°39'24",-69°18'30",1721,1564,Pk. 39-18,69.65666,-69.30833,
70°34'48",-70°43'42",1562,1559,Pk. 35-44,70.58000,-70.72833,
66°33'27",-62°01'15",1710,1510,Angna Mtn.,66.55750,-62.02083,
45°49'57",06°51'52",4808,4695,Mont Blanc,45.83250,6.86444,
37°45'04",14°59'45",3323,3323,Monte Etna,37.75111,14.99583,
37°03'16",-03°18'36",3479,3285,Pico del Mulhacén,37.05444,-3.31000,
42°37'56",00°39'28",3404,2812,Pico de Aneto,42.63222,0.65777,
42°22'48",08°56'50",2706,2706,Monte Cinto,42.38000,8.94722,
42°28'12",13°34'02",2912,2476,Corno Grande,42.47000,13.56722,
42°10'47",23°35'12",2925,2473,Musala,42.17972,23.58666,
35°13'36",24°46'21",2456,2456,Psiloritis,35.22666,24.77250,
47°04'27",12°41'40",3798,2428,Grossglockner,47.07416,12.69444,
36°57'14",22°21'08",2404,2344,Profitis Ilias,36.95388,22.35222,
61°38'12",8°18'54",2469,2372,Galdhøpiggen,61.63666,8.31500,
49°09'51",20°08'09",2655,2353,Gerlach,49.16416,20.13583,
40°04'58",22°21'04",2919,2355,Olympos Oros,40.08277,22.35111,
46°32'14",08°07'34",4274,2280,Finsteraarhorn,46.53722,8.12611,
46°53'13",10°52'03",3768,2261,Wildspitze,46.88694,10.86750,
46°22'56",09°54'29",4049,2234,Piz Bernina,46.38222,9.90805,
47°25'19",13°03'45",2941,2181,Hochkönig,47.42194,13.06250,
41°47'28",20°32'52",2764,2169,Golem Korab,41.79111,20.54777,
45°56'13",07°52'01",4634,2165,Dufourspitze,45.93694,7.86694,
47°28'31",13°36'23",2995,2136,Hoher Dachstein,47.47527,13.60638,
46°26'06",11°51'46",3343,2131,Marmolada,46.43500,11.86277,
45°20'28",23°32'26",2519,2103,Parîngul Mare,45.34111,23.54055,
44°40'05",07°05'20",3841,2062,Monte Viso,44.66805,7.08888,
46°22'41",13°50'13",2864,2052,Triglav,46.37805,13.83694,
45°35'59",24°44'10",2544,2046,Varful Moldoveanu,45.59972,24.73611,
44°55'28",06°21'22",4102,2045,Barre des Écrins,44.92444,6.35611,
35°17'33",24°02'00",2453,2038,Pakhnes,35.29250,24.03333,
42°26'33",19°48'51",2694,2036,Maja e Jezercës,42.44250,19.81416,
47°14'58",09°20'36",2503,2021,Säntis,47.24944,9.34333,
40°09'32",24°19'42",2030,2012,Athos,40.15888,24.32833,
46°30'32",10°32'41",3905,1953,Ortlés,46.50888,10.54472,
34°56'18",32°51'40",1952,1952,Olympos,34.93833,32.86111,
45°43'35",10°50'38",2218,1950,Monte Baldo,45.72638,10.84388,
43°11'52",-04°51'10",2648,1931,Torre de Cerredo,43.19777,-4.85277,
45°31'07",07°15'59",4061,1891,Gran Paradiso,45.51861,7.26638,
46°04'18",10°00'41",3050,1878,Pizzo di Coca,46.07166,10.01138,
45°59'51",11°28'05",2336,1874,Cima Dodici,45.99750,11.46805,
37°56'23",22°23'45",2376,1870,Killini Oros,37.93972,22.39583,
39°47'49",22°41'13",1978,1854,Ossa Oros ,39.79694,22.68694,
39°59'17",09°19'27",1834,1834,La Marmora,39.98805,9.32416,
42°05'13",14°05'07",2795,1812,Monte Amaro,42.08694,14.08527,
35°07'08",25°29'56",2148,1798,Spathi,35.11888,25.49888,
46°09'40",06°55'24",3257,1796,Haute Cime: Dents du Midi,46.16111,6.92333,
40°07'28",20°56'58",2482,1792,Nemerçka,40.12444,20.94944,
41°46'02",23°23'56",2914,1783,Vikhren,41.76722,23.39888,
40°54'53",24°05'30",1956,1773,Pangaion,40.91472,24.09166,
45°17'17",05°47'16",2082,1769,Chamechaude,45.28805,5.78777,
45°21'58",22°53'40",2509,1759,Varful Peleaga,45.36611,22.89444,
40°55'51",21°47'13",2528,1758,Kaimaktsalan,40.93083,21.78694,
67°54'03",18°31'10",2113,1754,Kebnekaise,67.90083,18.51944,
47°25'16",10°59'07",2962,1750,Zugspitze,47.42111,10.98527,
38°37'39",23°50'34",1743,1743,Dhirfis Oros,38.62750,23.84277,
69°28'08",19°52'43",1834,1741,Jiehkkevarri,69.46888,19.87861,
40°05'23",20°55'34",2637,1736,Smolikas Oros,40.08972,20.92611,
46°27'09",12°15'38",3264,1735,Monte Antelao,46.45250,12.26055,
45°41'02",06°13'41",2217,1713,Pointe d'Arcalod,45.68388,6.22805,
39°53'41",16°12'58",2267,1716,Monte Dolcedorme,39.89472,16.21611,
38°09'32",15°55'16",1955,1709,Montalto,38.15888,15.92111,
46°21'25",14°32'08",2558,1706,Grintovec,46.35694,14.53555,
47°43'01",14°03'48",2515,1705,Großer Priel,47.71694,14.06333,
38°38'51",22°15'16",2510,1702,Oros Giona,38.64750,22.25444,
40°14'55",-05°17'59",2592,1690,Pico Almanzor,40.24861,-5.29972,
45°57'12",09°23'15",2409,1686,Grigna Settentrionale,45.95333,9.38750,
45°59'17",11°01'53",2180,1679,Monte Bondone,45.98805,11.03138,
46°13'12",10°39'50",3558,1676,Cima Presanella,46.22000,10.66388,
62°19'14",9°16'18",2286,1675,Snøhetta,62.32055,9.27166,
40°17'13",19°50'59",2121,1666,Maja e Kendrevicës,40.28694,19.84972,
47°28'29",12°44'02",2634,1665,Birnhorn,47.47472,12.73388,
41°42'15",21°24'19",2540,1666,Solunska Glava,41.70416,21.40527,
47°35'51",24°38'04",2303,1565,Pietrosul Rodnei,47.59750,24.63444,
46°13'39",12°24'10",2471,1644,Col Nudo,46.22750,12.40277,
45°57'20",06°33'22",2750,1643,Pointe Percée,45.95555,6.55611,
38°08'12",20°40'17",1628,1628,Ainos Oros,38.13666,20.67138,
40°27'42",25°35'15",1611,1611,Fengari,40.46166,25.58750,
46°25'59",13°26'30",2753,1597,Jof di Montasio,46.43305,13.44166,
41°19'16",23°07'14",2031,1595,Kerkini,41.32111,23.12055,
38°32'08",22°37'18",2457,1590,Liakoura,38.53555,22.62166,
46°53'42",13°09'29",2784,1579,Polinik,46.89500,13.15805,
45°31'42",02°48'51",1885,1575,Puy de Sancy,45.52833,2.81416,
44°11'38",10°42'05",2165,1577,Monte Cimone,44.19388,10.70138,
42°43'03",24°55'00",2376,1567,Botev,42.71750,24.91666,
46°48'40",08°54'53",3614,1570,Tödi,46.81111,8.91472,
47°24'40",11°26'16",2749,1567,Birkkarspitze,47.41111,11.43777,
40°11'54",19°38'22",2044,1563,Mali i Çikës,40.19833,19.63944,
47°33'44",12°18'11",2344,1552,Ellmauer Halt,47.56222,12.30305,
69°42'36",20°05'09",1624,1576,Store Lenangstind,69.71000,20.08583,
44°46'28",05°50'21",2790,1542,Grande Tete de l'Obiou,44.77444,5.83916,
44°36'47",34°14'36",1545,1541,Roman-Kosh,44.61305,34.24333,
40°47'41",20°27'53",2373,1526,Maja e Valamares,40.79472,20.46472,
46°09'19",10°52'14",3173,1521,Cima Tosa,46.15527,10.87055,
47°33'42",14°37'58",2369,1520,Hochtor,47.56166,14.63277,
67°26'00",17°43'40",2089,1519,Sarektjåkkå,67.43333,17.72777,
47°31'19",14°01'01",2351,1518,Grimming,47.52194,14.01694,
45°56'15",07°17'57",4314,1517,Grand Combin de Grafeneire,45.93750,7.29916,
41°00'13",21°11'04",2601,1516,Pelister,41.00361,21.18444,
38°45'28",20°59'39",1589,1514,Psili Korifi,38.75777,20.99416,
45°49'38",06°17'08",2351,1514,La Tournette,45.82722,6.28555,
46°37'17",09°52'22",3418,1502,Piz Kesch,46.62138,9.87277,
47°03'49",14°34'02",2396,1502,Zirbitzkogel,47.06361,14.56722,
42°53'18",11°37'29",1738,1490,Monte Amiata,42.88833,11.62472,
45°02'23",05°55'30",2857,1490,Le Taillefer,45.03972,5.92500,
46°26'29",22°41'25",1849,1478,Bihor,46.44138,22.69027,
43°23'45",22°40'46",2168,1478,Midzor,43.39583,22.67944,
43°07'42",19°02'12",2523,1478,Durmitor ,43.12833,19.03666,
46°05'23",08°23'39",2301,1475,Monte Togano,46.08972,8.39416,
39°26'18",23°02'51",1610,1473,Pelion,39.43833,23.04750,
36°40'36",-04°59'41",1919,1472,Torrecilla,36.67666,-4.99472,
46°38'36",08°25'16",3630,1465,Dammastock,46.64333,8.42111,
47°29'57",13°13'36",2430,1463,Raucheck,47.49916,13.22666,
42°49'30",13°16'36",2476,1470,Monte Vettore,42.82500,13.27666,
46°54'00",09°28'03",2806,1461,Haldensteiner Calanda,46.90000,9.46750,
61°48'14",5°49'16",1670,1460,Gjegnen,61.80388,5.82111,
68°55'07",-29°53'59",3694,3694,Gunnbjørn Fjeld,68.91861,-29.89972,
70°47'00",-26°40'00",2200,2200,Milne Land HP,70.78333,-26.66666,
72°07'00",-24°54'00",2839,2189,Dansketinden,72.11666,-24.90000,
71°19'40",-52°54'30",2105,2105,Palup Qaqa,71.32777,-52.90833,
73°08'00",-26°22'00",2320,2070,Payers Tinde,73.13333,-26.36666,
71°24'00",-51°58'00",2259,2009,Perserajoq,71.40000,-51.96666,
71°20'00",-26°20'00",2200,1950,Renland HP,71.33333,-26.33333,
70°07'00",-53°24'00",1904,1904,Pyramiden/Hoeyriggen,70.11666,-53.40000,
73°09'00",-24°19'00",1900,1900,Angelin Bjerg,73.15000,-24.31666,
72°43'00",-24°04'00",1884,1884,Traill HP,72.71666,-24.06666,
66°26'00",-52°55'00",1860,1820,Parnaqussuit Qavaat HP,66.43333,-52.91666,
66°56'00",-36°49'00",3391,1810,Mt. Forel,66.93333,-36.81666,
70°50'00",-27°29'00",1770,1770,Storo HP,70.83333,-27.48333,
83°20'00",-35°47'00",1920,1770,Rooseveltsfjeld HP,83.33333,-35.78333,
71°36'00",-53°11'00",1765,1765,Snehaetten,71.60000,-53.18333,
63°27'00",-41°50'00",1750,1750,Helges Halvo,63.45000,-41.83333,
72°56'39",-24°19'32",1730,1730,Svedenborg Bjerg,72.94416,-24.32555,
72°15'00",-25°57'00",2475,1700,Klosterbjergen,72.25000,-25.95000,
80°26'00",-19°50'00",1744,1694,Hahn Land HP,80.43333,-19.83333,
70°57'00",-52°02'00",1690,1690,Agpalik,70.95000,-52.03333,
70°42'00",-52°59'00",2144,1669,Iterdlaup Qaqai ,70.70000,-52.98333,
73°26'00",-22°50'00",1679,1658,Hardersbjerg (Gauss Halvo),73.43333,-22.83333,
60°33'57",-44°41'50",1782,1632,Qingagssat Qaqit,60.56583,-44.69722,
64°23'42",-51°06'10",1616,1616,Qingaq (Storo),64.39500,-51.10277,
65°53'00",-52°07'00",2140,1615,Agssaussat,65.88333,-52.11666,
66°07'00",-37°27'00",1680,1605,Pt. 1680,66.11666,-37.45000,
74°22'00",-21°11'00",1604,1604,Ortlerspids,74.36666,-21.18333,
68°53'00",-28°36'00",3308,1608,Ejnar Mikkelsen Fjeld,68.88333,-28.60000,
70°17'44",-52°43'00",2010,1585,Pautuut,70.29555,-52.71666,
60°08'02",-44°32'10",1763,1585,Agdleruussakasit,60.13388,-44.53611,
73°22'00",-26°18'00",2360,1585,Margaretatopp (Andrees Land),73.36666,-26.30000,
71°20'40",-25°42'50",2163,1613,Kloftbjerge,71.34444,-25.71388,
73°18'56",-24°01'36",1600,1560,Blaskbjerg ,73.31555,-24.02666,
64°27'20",-50°31'20",1630,1555,Kinaussak,64.45555,-50.52222,
70°12'00",-27°40'00",2100,1550,Gaaseland HP,70.20000,-27.66666,
60°03'00",-43°55'00",1549,1549,Christian IV Island HP,60.05000,-43.91666,
73°57'00",-23°12'00",2000,1546,Favres Bjerg,73.95000,-23.20000,
73°00'00",-25°32'00",2000,1540,Johnstrup Bjerge (Suess Land),73.00000,-25.53333,
72°28'20",-25°04'15",1810,1535,Berzelius Bjerg,72.47222,-25.07083,
73°12'00",-25°03'00",1802,1492,Ymers,73.20000,-25.05000,
60°11'00",-44°30'00",1845,1491,Tuviligssuaq,60.18333,-44.50000,
61°01'00",-45°10'00",1840,1490,Agdlerulik,61.01666,-45.16666,
66°02'00",-52°16'00",2190,1480,Mt. Atter,66.03333,-52.26666,
19°49'14",-155°28'05",4205,4205,Mauna Kea,19.82055,-155.46805,
20°42'36",-156°15'11",3055,3055,Red Hill, Haleakala,20.71000,-156.25305,
19°28'32",-155°36'20",4169,2163,Mauna Loa,19.47555,-155.60555,
20°53'23",-156°35'13",1764,1730,Puu Kukui,20.88972,-156.58694,
22°03'32",-159°29'51",1598,1598,Kawaikini,22.05888,-159.49750,
21°06'24",-156°52'07",1512,1512,Kamakou,21.10666,-156.86861,
15°02'36",-91°54'12",4220,3980,Volcán Tajumulco,15.04333,-91.90333,
19°01'54",-71°00'21",3098,3098,Pico Duarte,19.03166,-71.00583,
9°29'03",-83°29'19",3820,3727,Cerro Chirripó,9.48416,-83.48861,
18°21'36",-71°58'36",2680,2655,Pic la Selle,18.36000,-71.97666,
14°54'48",-88°06'51",2744,2094,Montaña de Santa Barbara,14.91333,-88.11416,
18°02'48",-76°34'45",2256,2256,Blue Mountain Peak,18.04666,-76.57916,
14°32'03",-88°40'48",2849,2079,Cerro las Minas,14.53416,-88.68000,
18°22'57",-74°01'30",2347,2097,Pic de Macaya,18.38250,-74.02500,
14°27'57",-90°44'36",3761,1991,Volcán de Agua,14.46583,-90.74333,
19°59'24",-76°50'12",2005,2005,Pico Turquino,19.99000,-76.83666,
15°31'09",-91°32'42",3837,1887,Sierra de los Cuchaniantes HP,15.51916,-91.54500,
18°38'12",-71°31'15",2279,1789,Loma Gajo en Medio,18.63666,-71.52083,
9°58'36",-83°51'15",3402,1872,Volcán Irazu,9.97666,-83.85416,
18°48'45",-70°37'38",2842,1512,Alto de la Bandera,18.81250,-70.62722,
15°30'00",-91°54'57",3518,1868,Montaña Peña Blanca,15.50000,-91.91583,
14°30'03",-90°52'30",3976,1846,Volcán Acatenango,14.50083,-90.87500,
13°26'06",-88°16'09",2130,1840,Volcán de San Miguel,13.43500,-88.26916,
14°35'00",-91°11'12",3537,1754,Volcán Atitlan,14.58333,-91.18666,
14°57'27",-85°55'00",2335,1505,Sierra de Agalta,14.95750,-85.91666,
8°34'57",-81°50'45",2550,1440,Cerro Santiago,8.58250,-81.84583,
15°31'24",-88°13'57",2242,1712,Montaña San Ildefonso,15.52333,-88.23250,
15°33'33",-86°52'36",2450,1720,S. of Pico Bonito,15.55916,-86.87666,
12°42'09",-87°00'21",1745,1675,Volcán San Cristobal,12.70250,-87.00583,
13°51'21",-89°37'42",2362,1622,Volcán de Santa Ana,13.85583,-89.62833,
13°35'48",-88°50'15",2182,1572,Volcán de San Vicente,13.59666,-88.83750,
14°23'03",-89°07'44",2730,1540,Cerro El Pital,14.38416,-89.12888,
10°44'48",-85°09'00",2028,1533,Volcán Miravalles,10.74666,-85.15000,
11°32'18",-85°37'21",1611,1509,Volcán Concepción,11.53833,-85.62250,
14°29'42",-87°30'30",2407,1517,Montaña los Comayagua,14.49500,-87.50833,
15°09'00",-89°43'51",3015,1485,Cerro Raxon,15.15000,-89.73083,
15°10'36",-87°34'24",2320,1578,Pico Pijol,15.17666,-87.57333,
-17°37'11",-149°29'03",2241,2241,Mt. Orohena,-17.61972,-149.48416,
-20°35'18",164°46'15",1628,1628,Mont Panié,-20.58833,164.77083,
-13°37'06",-172°29'09",1858,1858,Mauga Silisili,-13.61833,-172.48583,
-9°42'13",160°03'43",2335,2335,Popomanaseu,-9.70361,160.06194,
-7°57'00",157°04'30",1768,1768,Mt. Veve,-7.95000,157.07500,
-15°21'45",166°45'18",1879,1879,Mt. Tabwemasana ,-15.36250,166.75500,
-36°27'21",148°15'49",2228,2228,Mt. Kosciuszko,-36.45583,148.26361,
-41°52'15",146°02'00",1617,1617,Mt. Ossa,-41.87083,146.03333,
-53°06'15",73°31'03",2745,2745,Mawson Peak,-53.10416,73.51750,
-43°35'45",170°08'28",3755,3755,Mt. Cook,-43.59583,170.14111,
-39°17'24",175°33'48",2797,2797,Ruapehu,-39.29000,175.56333,
-44°23'00",168°44'00",3033,2471,Mt. Aspiring,-44.38333,168.73333,
-39°17'45",174°03'54",2518,2308,Mt. Taranaki,-39.29583,174.06500,
-44°36'00",168°00'00",2723,2191,Mt. Tutoko,-44.60000,168.00000,
-41°59'45",173°39'45",2884,2021,Tapuae-o-Ueneku,-41.99583,173.66250,
-45°04'17",168°48'29",2319,1969,Double Cone,-45.07138,168.80805,
-42°13'30",173°37'06",2608,1798,Manakau,-42.22500,173.61833,
-43°30'27",171°19'12",2333,1635,Mt. Taylor,-43.50750,171.32000,
-44°26'03",168°10'12",1648,1598,Skippers Range HP,-44.43416,168.17000,
-49°35'02",69°29'23",1850,1850,Mont Ross,-49.58388,69.48972,
-37°06'40",-12°17'18",2060,2060,Queen Mary's Peak,-37.11111,-12.28833,
-54°26'27",-36°33'19",2934,2934,Mt. Paget,-54.44083,-36.55527,
-54°43'00",-36°06'00",2330,1720,Mt. Carse,-54.71666,-36.10000,
-5°57'15",146°22'30",4125,3675,Finisterre Range HP,-5.95416,146.37500,
-9°40'09",149°00'39",3676,2976,Mt. Suckling,-9.66916,149.01083,
-5°46'48",145°01'45",4509,2969,Mt. Wilhelm,-5.78000,145.02916,
-8°53'33",147°32'00",4038,2738,Mt. Victoria,-8.89250,147.53333,
-5°54'18",154°59'42",2715,2715,Mt. Balbi,-5.90500,154.99500,
-9°20'03",150°12'21",2536,2536,Mt. Oiautukekea,-9.33416,150.20583,
-6°02'36",143°53'12",4367,2507,Mt. Giluwe,-6.04333,143.88666,
-4°24'03",152°56'18",2340,2340,Hans Meyer Range,-4.40083,152.93833,
-5°03'03",151°19'51",2334,2334,Mt. Ulawun,-5.05083,151.33083,
-6°03'39",144°36'57",4104,2284,Mt. Kabangama,-6.06083,144.61583,
-5°11'12",151°50'06",2316,2056,Nakanai Mtns. HP,-5.18666,151.83500,
-9°27'42",150°46'06",1947,1947,Mt. Kilkerran,-9.46166,150.76833,
-6°43'33",145°59'18",3557,1897,Mt. Piora,-6.72583,145.98833,
-6°36'51",142°49'36",2507,1887,Mt. Bosavi,-6.61416,142.82666,
-5°43'21",142°29'42",3623,1883,Mt. Karoma,-5.72250,142.49500,
-10°02'06",149°34'09",2883,1863,Mt. Simpson,-10.03500,149.56916,
-4°40'36",145°58'39",1833,1833,Mt. Kunugui,-4.67666,145.97750,
-9°12'00",149°04'18",1891,1831,Mt. Victory,-9.20000,149.07166,
-4°04'39",145°02'21",1807,1807,Manam Island HP,-4.07750,145.03916,
-5°32'15",148°23'48",1824,1773,Mt. Talawe,-5.53750,148.39666,
-6°24'18",145°18'54",3647,1787,Mt. Michael,-6.40500,145.31500,
-4°44'45",152°03'12",2063,1723,Barurumea Ridge,-4.74583,152.05333,
-6°18'39",147°05'24",4121,1701,Mt. Sarawaget,-6.31083,147.09000,
-5°36'54",147°57'57",1658,1658,Mt. Bel,-5.61500,147.96583,
-3°17'39",141°43'24",1980,1664,Bewani Mtns. HP,-3.29416,141.72333,
-5°48'45",149°50'18",1951,1651,Pt. 1951m,-5.81250,149.83833,
-9°26'09",150°33'27",1665,1597,Mt. Maybole,-9.43583,150.55750,
-4°42'09",145°13'54",1716,1576,Adelbert Range HP,-4.70250,145.23166,
-9°19'33",148°21'30",2295,1555,Sibium Mtns. HP,-9.32583,148.35833,
-6°51'48",146°42'57",2752,1518,Mt. Shungol,-6.86333,146.71583,
-6°26'36",155°36'33",2251,1511,Mt. Taraka,-6.44333,155.60916,
-32°39'12",-70°00'39",6962,6962,Cerro Aconcagua,-32.65333,-70.01083,
10°50'21",-73°41'11",5700,5509,Pico Cristóbal Colón,10.83916,-73.68638,
-1°28'09",-78°49'03",6267,4122,Chimborazo,-1.46916,-78.81750,
8°32'30",-71°02'45",4981,3957,Pico Bolívar,8.54166,-71.04583,
6°29'39",-72°17'51",5410,3645,Ritacuba Blanco,6.49416,-72.29750,
-46°35'42",-73°20'45",4058,3696,Monte San Valentin,-46.59500,-73.34583,
-27°06'33",-68°32'27",6893,3688,Nevado Ojos del Salado,-27.10916,-68.54083,
-31°58'45",-70°06'45",6720,3333,Cerro Mercedario,-31.97916,-70.11250,
-47°35'30",-72°18'24",3706,3319,Monte San Lorenzo,-47.59166,-72.30666,
-49°01'09",-73°30'24",3580,3302,Volcán Lautaro ,-49.01916,-73.50666,
-27°12'51",-66°05'39",5552,3252,Cerro del Bolsón,-27.21416,-66.09416,
-28°52'03",-67°07'39",4150,2907,El Mela,-28.86750,-67.12750,
-9°07'21",-77°36'21",6746,2776,Nevado Huascarán Sur,-9.12250,-77.60583,
-29°00'51",-67°49'36",6097,2767,Cerro General Manuel Belgrano,-29.01416,-67.82666,
-33°21'30",-69°46'12",6570,2765,Cerro Tupungato,-33.35833,-69.77000,
3°39'36",-65°24'24",2832,2289,Cerro Marahuaca,3.66000,-65.40666,
-28°15'30",-66°02'27",4575,2714,Cerro el Manchao,-28.25833,-66.04083,
2°55'27",-76°01'45",5390,2650,Nevado del Huila,2.92416,-76.02916,
-41°09'39",-71°53'15",3470,2642,Cerro Tronador,-41.16083,-71.88750,
-20°26'03",-41°47'48",2890,2640,Pico da Bandeira,-20.43416,-41.79666,
-39°38'15",-71°30'09",3740,2624,Volcán Lanín,-39.63750,-71.50250,
-54°39'33",-69°35'54",2580,2580,Monte Darwin,-54.65916,-69.59833,
5°09'54",-76°05'42",4100,2573,Cerro Tamana,5.16500,-76.09500,
-13°20'09",-72°32'57",6264,2540,Nevado Salcantay,-13.33583,-72.54916,
-15°51'12",-68°32'27",6427,1957,Ancohuma,-15.85333,-68.54083,
-31°18'57",-67°55'24",3160,2466,Mogote Corralitos,-31.31583,-67.92333,
10°05'03",-63°57'30",2596,2456,Cerro Tristeza,10.08416,-63.95833,
10°32'36",-66°46'57",2765,2455,Pico Naiguatá,10.54333,-66.78250,
-18°06'30",-68°53'00",6542,2428,Nevado Sajama,-18.10833,-68.88333,
-0°40'51",-78°26'18",5896,2403,Cotopaxi,-0.68083,-78.43833,
-24°43'12",-68°32'12",6739,2344,Volcán Llullaillaco,-24.72000,-68.53666,
3°20'39",-76°41'45",4050,2309,Farallones de Cali,3.34416,-76.69583,
-35°34'51",-68°29'24",3810,2281,Cerro Nevado,-35.58083,-68.49000,
5°45'33",-76°03'42",4050,2280,Farallones de Citara,5.75916,-76.06166,
-44°04'33",-72°51'36",2440,2272,Monte Melimoyu,-44.07583,-72.86000,
5°12'08",-60°44'07",2810,2338,Monte Roraima,5.20222,-60.73527,
-43°17'42",-72°31'33",2390,2239,Pt. 2390,-43.29500,-72.52583,
4°04'09",-76°31'27",3840,2242,Cerro Calima,4.06916,-76.52416,
-47°02'06",-71°41'54",2700,2228,Monte Zeballos,-47.03500,-71.69833,
-36°38'15",-70°25'57",4708,2228,Volcán Domuyo,-36.63750,-70.43250,
-31°37'33",-69°52'36",5887,2205,Cordillera de Ansilta,-31.62583,-69.87666,
-15°32'45",-72°39'39",6405,2208,Nevado Coropuna,-15.54583,-72.66083,
